"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00003145","1995-03-27","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  244",",,X","   94",",,X","   31",",,X",,," 1410",",,X",,,,,"  330",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-03-28","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  244",",,X","   83",",,X","   22",",,X",,," 1233",",,X",,,,,"  300",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-03-29","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","  117",",,X","   34",",,X",,," 1023",",,X",,,,,"  200",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-03-30","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","  144",",,X","   46",",,X",,," 1432",",,X",,,,,"  340",",,X",,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-03-31","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  283",",,X","  128",",,X","   34",",,X",,," 1417",",,X",,,,,"  340",",,X",,,,,"  129",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-01","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  111",",,X","   22",",,X",,," 2112",",,X",,,,,"  290",",,X",,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-02","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  139",",,X","   51",",,X",,," 1423",",,X",,,,,"  350",",,X",,,,,"  123",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-03","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  322",",,X","  156",",,X","   34",",,X",,," 1336",",,X",,,,,"  350",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-04","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  333",",,X","  139",",,X","   19",",,X",,," 2332",",,X",,,,,"  160",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-05","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  339",",,X","  150",",,X","   25",",,X",,," 1624",",,X",,,,,"  190",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-06","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  322",",,X","  156",",,X","   26",",,X",,," 2018",",,X",,,,,"  300",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-07","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  161",",,X","   41",",,X",,," 1626",",,X",,,,,"  270",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-08","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  272",",,X","  172",",,X","   57",",,X",,," 1012",",,X",,,,,"  300",",,X",,,,,"  123",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-09","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","  144",",,X","   80",",,X",,," 1451",",,X",,,,,"  330",",,X",,,,,"  164",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-10","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  256",",,X","  139",",,X","   53",",,X",,," 0901",",,X",,,,,"  360",",,X",,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-11","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  106",",,X","   23",",,X",,," 1325",",,X",,,,,"  300",",,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-12","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  311",",,X","  128",",,X","   24",",,X",,," 0356",",,X",,,,,"  200",",,X",,,,,"   41",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-13","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  311",",,X","  161",",,X","   32",",,X",,," 2356",",,X",,,,,"  330",",,X",,,,,"  118",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-14","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","  133",",,X","   44",",,X",,," 0216",",,X",,,,,"  300",",,X",,,,,"  129",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-15","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","  139",",,X","   50",",,X",,," 1318",",,X",,,,,"  290",",,X",,,,,"  113",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-16","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    5",",,X","    0",",,X","    0",",,X","  172",",,X","  111",",,X","   47",",,X",,," 1757",",,X",,,,,"  290",",,X",,,,,"  123",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00003145","1995-04-17","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","   67",",,X","   37",",,X",,," 1140",",,X",,,,,"  260",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-18","32.65","-114.61667","64.9","YUMA MCAS, AZ US","   25",",,X","    0",",,X","    0",",,X","  228",",,X","  106",",,X","   46",",,X",,," 1537",",,X",,,,,"  320",",,X",,,,,"  180",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00003145","1995-04-19","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0","T,,X","    0",",,X","    0",",,X","  211",",,X","  100",",,X","   42",",,X",,," 1035",",,X",,,,,"  280",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00003145","1995-04-20","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  244",",,X","  100",",,X","   52",",,X",,," 1815",",,X",,,,,"  290",",,X",,,,,"  154",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-21","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","  117",",,X","   50",",,X",,," 1642",",,X",,,,,"  320",",,X",,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-22","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  111",",,X","   30",",,X",,," 1257",",,X",,,,,"   30",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-23","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  161",",,X","   51",",,X",,," 1455",",,X",,,,,"  340",",,X",,,,,"  118",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-24","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  328",",,X","  178",",,X","   34",",,X",,," 0837",",,X",,,,,"  340",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-25","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  344",",,X","  150",",,X","   22",",,X",,," 1938",",,X",,,,,"  210",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-26","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  333",",,X","  172",",,X","   27",",,X",,," 2020",",,X",,,,,"  180",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-27","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  339",",,X","  183",",,X","   36",",,X",,," 2348",",,X",,,,,"  300",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-28","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  317",",,X","  189",",,X","   46",",,X",,," 1249",",,X",,,,,"  260",",,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-29","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  339",",,X","  183",",,X","   45",",,X",,," 1957",",,X",,,,,"  270",",,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-04-30","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  344",",,X","  211",",,X","   42",",,X",,," 2249",",,X",,,,,"  280",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-01","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  339",",,X","  228",",,X","   59",",,X",,," 1309",",,X",,,,,"  300",",,X",,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-02","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  194",",,X","   68",",,X",,," 1352",",,X",,,,,"  280",",,X",,,,,"  129",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-03","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  317",",,X","  161",",,X","   28",",,X",,," 1056",",,X",,,,,"  290",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-04","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  317",",,X","  161",",,X","   53",",,X",,," 1720",",,X",,,,,"  290",",,X",,,,,"  144",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-05","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","  139",",,X","   74",",,X",,," 1717",",,X",,,,,"  270",",,X",,,,,"  144",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-06","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","  122",",,X","   58",",,X",,," 1501",",,X",,,,,"  260",",,X",,,,,"  113",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-07","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","  100",",,X","   39",",,X",,," 2018",",,X",,,,,"  270",",,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-08","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  256",",,X","  133",",,X","   25",",,X",,," 1328",",,X",,,,,"  270",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-09","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  150",",,X","   20",",,X",,," 1533",",,X",,,,,"  280",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-10","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  322",",,X","  161",",,X","   27",",,X",,," 1157",",,X",,,,,"  250",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-11","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  333",",,X","  183",",,X","   28",",,X",,," 1847",",,X",,,,,"  210",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-12","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  322",",,X","  183",",,X","   57",",,X",,," 2357",",,X",,,,,"  300",",,X",,,,,"  154",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-13","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  167",",,X","   79",",,X",,," 1736",",,X",,,,,"  300",",,X",,,,,"  170",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-14","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","  150",",,X","   42",",,X",,," 2217",",,X",,,,,"  290",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-15","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  272",",,X","  167",",,X","   41",",,X",,," 0339",",,X",,,,,"  310",",,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-16","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","  167",",,X","   63",",,X",,," 0924",",,X",,,,,"  280",",,X",,,,,"  129",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-17","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  128",",,X","   38",",,X",,," 1331",",,X",,,,,"  220",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-18","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  333",",,X","  167",",,X","   23",",,X",,," 0618",",,X",,,,,"  240",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-19","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  361",",,X","  194",",,X","   21",",,X",,," 1658",",,X",,,,,"  210",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-20","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  361",",,X","  200",",,X","   36",",,X",,," 1316",",,X",,,,,"  220",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-21","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  356",",,X","  200",",,X","   35",",,X",,," 1219",",,X",,,,,"  190",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-22","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  311",",,X","  189",",,X","   43",",,X",,," 2111",",,X",,,,,"  280",",,X",,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-23","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  156",",,X","   47",",,X",,," 0813",",,X",,,,,"  290",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-24","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  156",",,X","   30",",,X",,," 1922",",,X",,,,,"  200",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-25","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  178",",,X","   39",",,X",,," 0047",",,X",,,,,"  320",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-26","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  339",",,X","  183",",,X","   42",",,X",,," 0717",",,X",,,,,"  230",",,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-27","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  367",",,X","  194",",,X","   38",",,X",,," 1516",",,X",,,,,"  180",",,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-28","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  350",",,X","  200",",,X","   25",",,X",,," 1738",",,X",,,,,"  240",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-29","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  367",",,X","  211",",,X","   25",",,X",,," 1612",",,X",,,,,,,,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-30","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  378",",,X","  206",",,X","   29",",,X",,," 0839",",,X",,,,,"  250",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-05-31","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  389",",,X","  222",",,X","   30",",,X",,," 1628",",,X",,,,,"  200",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-01","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  383",",,X","  222",",,X","   66",",,X",,," 1257",",,X",,,,,"  170",",,X",,,,,"  159",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-02","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  328",",,X","  172",",,X","   46",",,X",,," 0003",",,X",,,,,"  290",",,X",,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-03","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  344",",,X","  178",",,X","   32",",,X",,," 1026",",,X",,,,,"  260",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-04","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  372",",,X","  206",",,X","   29",",,X",,," 1607",",,X",,,,,"  260",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-05","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  389",",,X","  222",",,X","   47",",,X",,," 1814",",,X",,,,,"  200",",,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-06","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  350",",,X","  194",",,X","   37",",,X",,," 0917",",,X",,,,,"   10",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-07","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  189",",,X","   49",",,X",,," 1528",",,X",,,,,"  250",",,X",,,,,"  123",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-08","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  283",",,X","  156",",,X","   48",",,X",,," 0359",",,X",,,,,"  300",",,X",,,,,"  144",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-09","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  339",",,X","  156",",,X","   24",",,X",,," 1605",",,X",,,,,"  280",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-10","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  394",",,X","  194",",,X","   18",",,X",,," 1836",",,X",,,,,"  250",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-11","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  422",",,X","  228",",,X","   21",",,X",,," 0858",",,X",,,,,"  260",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-12","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  422",",,X","  228",",,X","   39",",,X",,," 1510",",,X",,,,,"  200",",,X",,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-13","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  422",",,X","  233",",,X","   31",",,X",,," 1500",",,X",,,,,"  170",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-14","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  411",",,X","  250",",,X","   39",",,X",,," 1556",",,X",,,,,"  150",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-15","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  344",",,X","  211",",,X","   54",",,X",,," 1956",",,X",,,,,"  200",",,X",,,,,"  159",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-16","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  272",",,X","  172",",,X","   62",",,X",,," 1756",",,X",,,,,"  300",",,X",,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-17","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  156",",,X","   39",",,X",,," 1125",",,X",,,,,"  290",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-18","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  350",",,X","  183",",,X","   15",",,X",,," 1506",",,X",,,,,"  280",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-19","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  378",",,X","  206",",,X","   28",",,X",,," 1515",",,X",,,,,"  210",",,X",,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-20","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  383",",,X","  217",",,X","   28",",,X",,," 1456",",,X",,,,,"  200",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-21","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  383",",,X","  211",",,X","   20",",,X",,," 2209",",,X",,,,,"  160",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-22","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  394",",,X","  211",",,X","   25",",,X",,," 2323",",,X",,,,,"  160",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-23","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  428",",,X","  233",",,X","   24",",,X",,," 1817",",,X",,,,,"  250",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-24","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  444",",,X","  256",",,X","   26",",,X",,," 1659",",,X",,,,,"  210",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-25","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  450",",,X","  272",",,X","   28",",,X",,," 2156",",,X",,,,,"  150",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-26","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  444",",,X","  267",",,X","   46",",,X",,," 1212",",,X",,,,,"  180",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-27","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  444",",,X","  278",",,X","   37",",,X",,," 1854",",,X",,,,,"  240",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1995-06-28","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  428",",,X","  283",",,X","   34",",,X",,," 1356",",,X",,,,,"  250",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
